SYMBOL,r_PC1,t,p valor,p ajustado,enlace
ZNF280B,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF280B"" target=""_blank"">ZNF280B</a>"
PCNX4,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNX4"" target=""_blank"">PCNX4</a>"
ARID2,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID2"" target=""_blank"">ARID2</a>"
GPAM,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPAM"" target=""_blank"">GPAM</a>"
CLASP2,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLASP2"" target=""_blank"">CLASP2</a>"
NUP37,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP37"" target=""_blank"">NUP37</a>"
NIPSNAP2,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP2"" target=""_blank"">NIPSNAP2</a>"
PIGF,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGF"" target=""_blank"">PIGF</a>"
FAM72A,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM72A"" target=""_blank"">FAM72A</a>"
ZNF714,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF714"" target=""_blank"">ZNF714</a>"
NNT-AS1,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NNT-AS1"" target=""_blank"">NNT-AS1</a>"
TTF1,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTF1"" target=""_blank"">TTF1</a>"
NUP155,0.9860139860139862,18.708757458308312,4.116895911654284e-09,1.2880205726358385e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP155"" target=""_blank"">NUP155</a>"
NFYB,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFYB"" target=""_blank"">NFYB</a>"
CST3,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST3"" target=""_blank"">CST3</a>"
THAP12,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP12"" target=""_blank"">THAP12</a>"
TMEM237,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM237"" target=""_blank"">TMEM237</a>"
RNF170,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF170"" target=""_blank"">RNF170</a>"
RBSN,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBSN"" target=""_blank"">RBSN</a>"
ZNF573,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF573"" target=""_blank"">ZNF573</a>"
WDR53,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR53"" target=""_blank"">WDR53</a>"
ORC5,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORC5"" target=""_blank"">ORC5</a>"
FAM72B,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM72B"" target=""_blank"">FAM72B</a>"
DNM1L,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1L"" target=""_blank"">DNM1L</a>"
ACAD10,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD10"" target=""_blank"">ACAD10</a>"
GLS2,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLS2"" target=""_blank"">GLS2</a>"
POP5,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=POP5"" target=""_blank"">POP5</a>"
GIT2,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIT2"" target=""_blank"">GIT2</a>"
PHF2,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF2"" target=""_blank"">PHF2</a>"
FAM200C,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM200C"" target=""_blank"">FAM200C</a>"
IRF2,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF2"" target=""_blank"">IRF2</a>"
KIF15,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF15"" target=""_blank"">KIF15</a>"
CMC4,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMC4"" target=""_blank"">CMC4</a>"
CFL2,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL2"" target=""_blank"">CFL2</a>"
IL20RA,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL20RA"" target=""_blank"">IL20RA</a>"
UQCC6,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCC6"" target=""_blank"">UQCC6</a>"
AGGF1,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGGF1"" target=""_blank"">AGGF1</a>"
C4orf46,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4orf46"" target=""_blank"">C4orf46</a>"
ZNF286A,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF286A"" target=""_blank"">ZNF286A</a>"
FRG1BP,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRG1BP"" target=""_blank"">FRG1BP</a>"
BORCS5,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=BORCS5"" target=""_blank"">BORCS5</a>"
SUGP2,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGP2"" target=""_blank"">SUGP2</a>"
WRN,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN"" target=""_blank"">WRN</a>"
MTERF3,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTERF3"" target=""_blank"">MTERF3</a>"
MTCP1,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCP1"" target=""_blank"">MTCP1</a>"
SMARCE1,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCE1"" target=""_blank"">SMARCE1</a>"
MIR4469,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4469"" target=""_blank"">MIR4469</a>"
DDX10,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX10"" target=""_blank"">DDX10</a>"
CLUAP1,0.9790209790209792,15.194072367213462,3.089801398548701e-08,4.1841444909003525e-06,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLUAP1"" target=""_blank"">CLUAP1</a>"
PPM1H,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1H"" target=""_blank"">PPM1H</a>"
ZNF766,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF766"" target=""_blank"">ZNF766</a>"
TRUB1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRUB1"" target=""_blank"">TRUB1</a>"
C2orf15,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2orf15"" target=""_blank"">C2orf15</a>"
TARS2,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARS2"" target=""_blank"">TARS2</a>"
URB2,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=URB2"" target=""_blank"">URB2</a>"
SURF1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SURF1"" target=""_blank"">SURF1</a>"
POLR2H,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2H"" target=""_blank"">POLR2H</a>"
PTGR2,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGR2"" target=""_blank"">PTGR2</a>"
MIR643,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR643"" target=""_blank"">MIR643</a>"
ADAT2,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAT2"" target=""_blank"">ADAT2</a>"
MIR4800,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4800"" target=""_blank"">MIR4800</a>"
MNX1-AS1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNX1-AS1"" target=""_blank"">MNX1-AS1</a>"
PUS7L,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUS7L"" target=""_blank"">PUS7L</a>"
CCDC51,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC51"" target=""_blank"">CCDC51</a>"
MAFIP,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFIP"" target=""_blank"">MAFIP</a>"
CRYL1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYL1"" target=""_blank"">CRYL1</a>"
DCUN1D1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCUN1D1"" target=""_blank"">DCUN1D1</a>"
LINC01011,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01011"" target=""_blank"">LINC01011</a>"
ANLN,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANLN"" target=""_blank"">ANLN</a>"
GOLGA1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA1"" target=""_blank"">GOLGA1</a>"
MXD4,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXD4"" target=""_blank"">MXD4</a>"
PHF23,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF23"" target=""_blank"">PHF23</a>"
ZNF850,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF850"" target=""_blank"">ZNF850</a>"
H3C10,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C10"" target=""_blank"">H3C10</a>"
DNAL1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAL1"" target=""_blank"">DNAL1</a>"
CINP,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CINP"" target=""_blank"">CINP</a>"
TFDP2,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP2"" target=""_blank"">TFDP2</a>"
EMSY,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMSY"" target=""_blank"">EMSY</a>"
CGREF1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGREF1"" target=""_blank"">CGREF1</a>"
MIR6878,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6878"" target=""_blank"">MIR6878</a>"
MAPKAPK5-AS1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK5-AS1"" target=""_blank"">MAPKAPK5-AS1</a>"
ZNF101,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF101"" target=""_blank"">ZNF101</a>"
MIR192,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR192"" target=""_blank"">MIR192</a>"
LAMA2,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA2"" target=""_blank"">LAMA2</a>"
KIAA0586,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0586"" target=""_blank"">KIAA0586</a>"
ACBD7,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD7"" target=""_blank"">ACBD7</a>"
PDE12,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE12"" target=""_blank"">PDE12</a>"
BRK1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRK1"" target=""_blank"">BRK1</a>"
BLOC1S5,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S5"" target=""_blank"">BLOC1S5</a>"
WDPCP,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDPCP"" target=""_blank"">WDPCP</a>"
PAK2,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK2"" target=""_blank"">PAK2</a>"
NUP35,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP35"" target=""_blank"">NUP35</a>"
TEKT4P2,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEKT4P2"" target=""_blank"">TEKT4P2</a>"
BIN3,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIN3"" target=""_blank"">BIN3</a>"
ZNF700,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF700"" target=""_blank"">ZNF700</a>"
PMS1,0.9720279720279721,13.087607153063093,1.2868115751494987e-07,1.0064863294251209e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS1"" target=""_blank"">PMS1</a>"
FAM86C1P,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM86C1P"" target=""_blank"">FAM86C1P</a>"
STYX,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=STYX"" target=""_blank"">STYX</a>"
SENP5,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP5"" target=""_blank"">SENP5</a>"
ZGRF1,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZGRF1"" target=""_blank"">ZGRF1</a>"
ZNF91,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF91"" target=""_blank"">ZNF91</a>"
CNKSR3,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNKSR3"" target=""_blank"">CNKSR3</a>"
TFB1M,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFB1M"" target=""_blank"">TFB1M</a>"
ZNF564,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF564"" target=""_blank"">ZNF564</a>"
RPP14,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPP14"" target=""_blank"">RPP14</a>"
PHYH,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH"" target=""_blank"">PHYH</a>"
FAM234B,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM234B"" target=""_blank"">FAM234B</a>"
ISCA2,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISCA2"" target=""_blank"">ISCA2</a>"
ZNF507,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF507"" target=""_blank"">ZNF507</a>"
RWDD2B,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RWDD2B"" target=""_blank"">RWDD2B</a>"
ITFG2,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITFG2"" target=""_blank"">ITFG2</a>"
RIC8B,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIC8B"" target=""_blank"">RIC8B</a>"
GLS,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLS"" target=""_blank"">GLS</a>"
EPM2AIP1,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPM2AIP1"" target=""_blank"">EPM2AIP1</a>"
ZNF620,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF620"" target=""_blank"">ZNF620</a>"
CFAP263,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP263"" target=""_blank"">CFAP263</a>"
PRELID2,0.965034965034965,11.642357320824894,3.8809852996274596e-07,1.8150608053360796e-05,"<a href=""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRELID2"" target=""_blank"">PRELID2</a>"
